FetchDate,Company,Status,Category,Accession,Filed,Document,Description,Class/Type,Security Level,Period,Operating Revenue,Operating Expenses,Depreciation,Amortization,Grand Total,Download File Location
07/26/2022,Plantation Pipe Line,complete,Submittal,20211209-8010,12/09/2021,12/09/2021,Plantation Pipe Line Company submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"70,603,140","42,822,586","6,171,384",,"148,305,841",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/plantation_pipe_line_form6q
07/26/2022,Platte Pipe Line,complete,Submittal,20220608-8074,06/08/2022,06/08/2022,"Platte Pipe Line Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,733,561","14,230,735","4,274,820",,"17,131,351",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/platte_pipe_line_form6q
07/26/2022,Pogo Offshore Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Point Arguello Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Point Arguello Terminal,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Point Pedernales Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Portland Pipe Line,complete,Submittal,20220512-8000,05/12/2022,05/12/2022,Portland Pipe Line Corporation submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"487,533","1,032,230","327,566",,"928,279",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/portland_pipe_line_form6q
07/26/2022,Propylene Pipeline Partnership,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Razorback Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Rio Grande Pipeline,complete,Submittal,20220608-8085,06/08/2022,06/08/2022,Rio Grande Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,952,880","1,070,664","316,403",,"1,355,630",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/rio_grande_pipeline_form6q
07/26/2022,SFPP ,complete,Submittal,20220524-8013,05/24/2022,05/24/2022,"SFPP, L.P. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"77,115,085","52,189,963","18,286,053",,"95,407,177",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/sfpp__form6q
07/26/2022,San Pedro Bay Pipeline,complete,Submittal,20220608-8036,06/08/2022,06/08/2022,San Pedro Bay Pipeline Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"(b)79,051","896,184","42,756",,0,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/san_pedro_bay_pipeline_form6q
07/26/2022,Scrulock Permian Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Seaway Crude Pipeline,complete,Submittal,20220608-8086,06/08/2022,06/08/2022,Seaway Crude Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"171,932,211","61,336,447","11,806,617",,"122,523,771",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/seaway_crude_pipeline_form6q
07/26/2022,Seminole Pipeline,complete,Submittal,20220608-8066,06/08/2022,06/08/2022,Seminole Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"50,987,406","41,885,680","3,854,358",,"12,163,027",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/seminole_pipeline_form6q
07/26/2022,Ship Shoal Pipeline,complete,Submittal,20220608-8046,06/08/2022,06/08/2022,Ship Shoal Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,315,642","3,164,964","417,354",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/ship_shoal_pipeline_form6q
07/26/2022,Sinclair Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Skelly-Belvieu Pipeline,complete,Submittal,20220608-8088,06/08/2022,06/08/2022,"Skelly-Belvieu Pipeline Company, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,060,319","3,050,625","529,186",,"1,166,083",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/skelly_belvieu_pipeline_form6q
07/26/2022,Sorrento Pipeline,complete,Submittal,20220609-8001,06/09/2022,06/09/2022,"Sorrento Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"12,749,810","10,856,186","1,848,445",,"20,725,842",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/sorrento_pipeline_form6q
07/26/2022,Southcap Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,St. Louis Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Sun Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Enterprise TE Products Pipeline,complete,Submittal,20220608-8087,06/08/2022,06/08/2022,Enterprise TE Products Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"209,993,486","90,636,580","22,527,106","43,187","86,175,782",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/enterprise_te_products_pipeline_form6q
07/26/2022,Enterprise Crude Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,TPC Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Texas-New Mexico Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,The Largo,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,The Shamrock Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,TPI Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Trans Mountain Pipeline (Puget Sound),complete,Submittal,20220608-8068,06/08/2022,06/08/2022,Trans Mountain Pipeline (Puget Sound) LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,868,087","3,937,868","450,091",0,"15,898,321",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/trans_mountain_pipeline__puget_sound__form6q
07/26/2022,Razorback,complete,Submittal,20220609-8009,06/09/2022,06/09/2022,Razorback L.L.C. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,,"306,690","695,554",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/razorback_form6q
07/26/2022,Tri-States NGL Pipeline,complete,Submittal,20220608-8089,06/08/2022,06/08/2022,"Tri-States NGL Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"14,847,979","4,567,392","1,461,241",,"5,235,404",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/tri_states_ngl_pipeline_form6q
07/26/2022,Unocal Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,URSA Oil Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Targa NGL Pipeline,complete,Submittal,20220608-8080,06/08/2022,06/08/2022,Targa NGL Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"21,475,786","23,206,319","6,392,573",,"5,653,157",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/targa_ngl_pipeline_form6q
07/26/2022,WesTTex 66 Pipeline,complete,Submittal,20220608-8083,06/08/2022,06/08/2022,WesTTex 66 Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,195,874","2,715,584","238,706",,"1,760,741",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/westtex_66_pipeline_form6q
07/26/2022,West Emerald Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,West Shore Pipe Line,complete,Submittal,20220603-8019,06/03/2022,06/03/2022,West Shore Pipe Line Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"17,422,598","7,554,552","1,248,086","13,832","31,364,691",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/west_shore_pipe_line_form6q
07/26/2022,West Texas Gulf Pipe Line,complete,Submittal,20220602-8011,06/02/2022,06/02/2022,West Texas Gulf Pipe Line Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"20,149,300","8,412,965","1,841,116",,"20,267,588",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/west_texas_gulf_pipe_line_form6q
07/26/2022,West Texas LPG Pipeline,complete,Submittal,20211209-8057Document Component,12/09/2021,12/09/2021,West Texas LPG Pipeline Limited Partnership submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"59,442,695","25,858,176","11,491,013",,"62,780,291",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/west_texas_lpg_pipeline_form6q
07/26/2022,Magellan Pipeline,complete,Submittal,20220608-8042,06/08/2022,06/08/2022,"Magellan Pipeline Company, L.P. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"233,321,485","136,160,235","21,036,861","671,413","143,004,553",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/magellan_pipeline_form6q
07/26/2022,Wolverine Pipe Line,complete,Submittal,20220608-8010,06/08/2022,06/08/2022,Wolverine Pipe Line Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"32,914,012","12,280,585","2,301,208","110,827","33,839,179",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/wolverine_pipe_line_form6q
07/26/2022,Yellowstone Pipe Line,complete,Submittal,20220608-8061,06/08/2022,06/08/2022,Yellowstone Pipe Line Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"10,818,879","5,074,384.00","1,050,506",,"10,533,514",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/yellowstone_pipe_line_form6q
07/26/2022,SouthTex 66 Pipeline,complete,Submittal,20220608-8060,06/08/2022,06/08/2022,"SouthTex 66 Pipeline Company, Ltd. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"19,012,168","9,900,110","1,669,262",,"11,052,532",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/southtex_66_pipeline_form6q
07/26/2022,Enbridge Pipelines (Toledo),complete,Submittal,20220609-8000,06/09/2022,06/09/2022,Enbridge Pipelines (Toledo) Inc. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"13,442,171","9,447,174","1,944,858",,"10,068,725",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/enbridge_pipelines__toledo__form6q
07/26/2022,ARCO Midcon,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Seaway Products Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,NuStar Logistics,complete,Submittal,20220531-8073,05/31/2022,05/31/2022,"NuStar Logistics, L.P. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"71,717,508","27,471,752","5,748,953","2,398,493","86,741,524",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/nustar_logistics_form6q
07/26/2022,Ellwood Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,El Paso Energy Oil Transmission,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Red Butte Pipe Line,complete,Submittal,20220608-8037,06/08/2022,06/08/2022,Red Butte Pipe Line LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,712,643","7,969,776","5,775,720","7,451","2,246,991",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/red_butte_pipe_line_form6q
07/26/2022,Williams Alaska Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Chevron Phillips Chemical Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Cypress Pipe Line,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Baton Rouge Pipeline,complete,Submittal,20220608-8024,06/08/2022,06/08/2022,Baton Rouge Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"555,575","606,803","106,429",,"2,654,445",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/baton_rouge_pipeline_form6q
07/26/2022,Enterprice Lou-Tex NGL Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,WILPRISE Pipeline,complete,Submittal,20220608-8025,06/08/2022,06/08/2022,"WILPRISE Pipeline Company, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,035,561","539,917","202,130",,"2,269,275",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/wilprise_pipeline_form6q
07/26/2022,Western Refining Pipeline,complete,Submittal,20220606-8015,06/06/2022,06/06/2022,"Western Refining Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,710,576","14,656,507","5,337,512",,"17,494,670",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/western_refining_pipeline_form6q
07/26/2022,Suburban Propane,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Alpine Transportation,complete,Submittal,20220608-8007,06/08/2022,06/08/2022,Alpine Transportation Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,118,750","4,386,146","885,021",,"4,587,891",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/alpine_transportation_form6q
07/26/2022,Enterprise Lou-Tex Propylene Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Enbridge Pipelines (NE Texas Liquids),nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,TBI Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,El Paso Merchant Energy - Petroleum,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Diamaond - Koch II,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Tesoro High Plains Pipeline,complete,Submittal,20220606-8006,06/06/2022,06/06/2022,Tesoro High Plains Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"24,651,240","20,375,573","8,059,228",,"16,009,206",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/tesoro_high_plains_pipeline_form6q
07/26/2022,BKEP Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,North Dakota Pipeline,complete,Submittal,20220608-8082,06/08/2022,06/08/2022,North Dakota Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"32,694,883","18,366,495","6,958,772",,"15,234,107",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/north_dakota_pipeline_form6q
07/26/2022,NORCO Pipe Line,complete,Submittal,20220603-8016,06/03/2022,06/03/2022,"Norco Pipe Line Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,725,553","3,868,067","1,100,545","76,354","573,735",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/norco_pipe_line_form6q
07/26/2022,Whitecap Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Sanders Pipeline,complete,Submittal,20220606-8019,06/06/2022,06/06/2022,Sanders Pipeline Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"802,920","776,856","10,448",,"523,478",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/sanders_pipeline_form6q
07/26/2022,Texaco Petrochemical Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Centennial Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Chaparral Pipeline,complete,Submittal,20220608-8026,06/08/2022,06/08/2022,"Chaparral Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"28,162,445","10,306,923","2,038,815",,"13,923,354",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/chaparral_pipeline_form6q
07/26/2022,Williams Mid-South Pipelines,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Rocky Mountain Pipeline System,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Sabine Propylene Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Total Petrochemicals Pipeline USA,nohtml,Submittal,20210823-8001,08/23/2021,08/23/2021,Total Petrochemicals Pipeline USA Inc. submits FERC Form 6Q Quarterly financial report of oil pipeline companies for 2021/Q2.,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,,,,,,,
07/26/2022,Sunoco Pipeline,complete,Submittal,20220608-8009,06/08/2022,06/08/2022,Sunoco Pipeline L.P. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"251,194,763","100,945,464","36,356,900","280,289","188,533,729",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/sunoco_pipeline_form6q
07/26/2022,Regency Liquids Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Suncor Energy (U.S.A.) Pipeline,complete,Submittal,20220525-8022,05/25/2022,05/25/2022,Suncor Energy (U.S.A.) Pipeline Company submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"16,916,079","7,447,611","1,904,929",,"6,724,033",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/suncor_energy__u_s_a___pipeline_form6q
07/26/2022,Bridger Pipeline,complete,Submittal,20211222-8008,12/22/2021,12/22/2021,BRIDGER PIPELINE LLC submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"43,082,100","26,997,113","19,555,871","101,425","74,400,018",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/bridger_pipeline_form6q
07/26/2022,CCPS Transportation,complete,Submittal,20220608-8075,06/08/2022,06/08/2022,"CCPS Transportation, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"29,457,100","15,857,070","5,090,045",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/ccps_transportation_form6q
07/26/2022,P.M.I. Services North America,complete,Submittal,20220131-8001,01/31/2022,01/31/2022,"P.M.I. Services North America, Inc. submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"2,129,284","2,270,537","2,069,395",,"2,364,067",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/p_m_i__services_north_america_form6q
07/26/2022,Kaston Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Centurion Pipeline,complete,Submittal,20220607-8016,06/07/2022,06/07/2022,Centurion Pipeline L.P. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"53,650,253","27,935,351","5,980,951","117,615",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/centurion_pipeline_form6q
07/26/2022,Koch Alaska Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Enbridge Pipelines (Ozark),nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Inland,complete,Submittal,20220606-8001,06/06/2022,06/06/2022,Inland Corporation submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"8,246,543","3,356,345","412,921",,"13,161,059",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/inland_form6q
07/26/2022,Holly Energy Partners - Operating,complete,Submittal,20220601-8016,06/01/2022,06/01/2022,"Holly Energy Partners - Operating, L.P. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,554,266","8,953,353.80","1,618,212","1,747,278","24,592,088",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/holly_energy_partners___operating_form6q
07/26/2022,Coffeyville Resources Crude Transportation,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Wood River Pipe Lines,complete,Submittal,20220603-8018,06/03/2022,06/03/2022,Wood River Pipe Lines LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"22,385,426","19,148,057","3,078,833","304,802","13,251,750",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/wood_river_pipe_lines_form6q
07/26/2022,Kinder Morgan Wink Pipeline,complete,Submittal,20220601-8007,06/01/2022,06/01/2022,Kinder Morgan Wink Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"12,352,283","8,994,893","883,091","190,108","10,588,179",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/kinder_morgan_wink_pipeline_form6q
07/26/2022,Buckeye Pipe Line Transportation,complete,Submittal,20220603-8015,06/03/2022,06/03/2022,Buckeye Pipe Line Transportation LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"32,559,901","33,073,226","3,694,214","283,088","13,601,057",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/buckeye_pipe_line_transportation_form6q
07/26/2022,Suburban Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Muskegon Pipeline,complete,Submittal,20220606-8002,06/06/2022,06/06/2022,Muskegon Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,220,577","882,750","245,066",,"2,599,720",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/muskegon_pipeline_form6q
07/26/2022,ONEOK NGL Pipeline,complete,Submittal,20220608-8043,06/08/2022,06/08/2022,"ONEOK NGL Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"57,045,246","58,521,970","5,000,816","91,563","59,990,555",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/oneok_ngl_pipeline_form6q
07/26/2022,Keystone Pipeline,complete,Submittal,20220608-8070,06/08/2022,06/08/2022,"Keystone Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,110,591","743,205",,,"633,104",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/keystone_pipeline_form6q
